registry_row_id,image_id,image_size,width,height,channels,dtype,color_space,corpus,split,semantic_label,source,source_provider,preprocessing,license_note,generated_relative_path,standard_experiment_size,timing_size,primary_panel,ensemble_panel,secondary_panel,timing_panel,pixel_sha256,file_sha256,file_size_bytes
syn_impulse@96x96,syn_impulse,96,96,96,3,uint8,nonlinear sRGB,synthetic,validation,impulse,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/96x96/synthetic/syn_impulse_96x96.png,false,true,true,false,true,false,9beebf10c83f4dbf9b99f70d7544f1643e0c2ffb38d829ff9124c4dd6ff987dc,2efd2f81ba9bb2d3cc746655d69b35d140c7c76885de3a09f91087aea430a067,115
syn_impulse@256x256,syn_impulse,256,256,256,3,uint8,nonlinear sRGB,synthetic,validation,impulse,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/256x256/synthetic/syn_impulse_256x256.png,true,true,true,false,true,false,bd4af6a3387bae7da7e2bae30294ea151c6de0563c45549285da862ca8fac8c2,bd21c9dbbefbf82e2f537a18326f9f8aa9a430aa2b50a3b86b59030dee286a92,275
syn_impulse@512x512,syn_impulse,512,512,512,3,uint8,nonlinear sRGB,synthetic,validation,impulse,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/512x512/synthetic/syn_impulse_512x512.png,true,true,true,false,true,false,69286d54a3f15cc7b6a450034cbe5f089e72653ac5adea0aabe8c6a5f5f1a05e,8d137da9eded426ae1fb051763e6f8bad8d4da624e61c9859983df9331339d30,850
syn_checker@96x96,syn_checker,96,96,96,3,uint8,nonlinear sRGB,synthetic,validation,repeated-blocks,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/96x96/synthetic/syn_checker_96x96.png,false,true,true,true,true,true,b1dcacde32d0a566e70ad1efee9809ab5feedbffd208c8eded83b9c7b1d9c8a4,4800bf1941721a6913dfdd306dbe75940b19f8305c6bde5b5300365c739d2ed4,358
syn_checker@256x256,syn_checker,256,256,256,3,uint8,nonlinear sRGB,synthetic,validation,repeated-blocks,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/256x256/synthetic/syn_checker_256x256.png,true,true,true,true,true,true,c95470b9f189363412401217480189d86ccc218bf9f9eee6ffbd5101ae0eed8a,b0a94986a9a547d5fa4bef02a5a17011783d0516342d24cd978623f3ce607c3b,981
syn_checker@512x512,syn_checker,512,512,512,3,uint8,nonlinear sRGB,synthetic,validation,repeated-blocks,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/512x512/synthetic/syn_checker_512x512.png,true,true,true,true,true,true,7ae6e25c594230b498691d8ef98971cbd5d14252a379ae563de05e4022b4aca5,59704f2fe7dfe8f32bc959940fb9d2ef09ef103f1de2647d9adacf4c6e450cae,2414
syn_basis@96x96,syn_basis,96,96,96,3,uint8,nonlinear sRGB,synthetic,test,rgb-bases,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/96x96/synthetic/syn_basis_96x96.png,false,true,false,false,false,false,be0593f0a96524e5b62aab550bd6b1d611840ed2c2cdcfdafdf4573de91188a7,17b1b3d15be6a4a5bd8bb348c8725ad4d2e3b21a0ac178f9767d470a4e9552ae,201
syn_basis@256x256,syn_basis,256,256,256,3,uint8,nonlinear sRGB,synthetic,test,rgb-bases,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/256x256/synthetic/syn_basis_256x256.png,true,true,false,false,false,false,5a967661d905c193cbbb4f1b53814d21c6dd1d7bf7929f447210dc3a85886653,186eb10fd91393a65e11ddf2b786958dc4230c3b3d46e18f567c76ab6bea2ad9,567
syn_basis@512x512,syn_basis,512,512,512,3,uint8,nonlinear sRGB,synthetic,test,rgb-bases,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/512x512/synthetic/syn_basis_512x512.png,true,true,false,false,false,false,2f7e0e3a2180d699ed6a766de1fc2af034ddfd02577894ac0052894bf548100f,4516d94a7be424a1330d86e337d5bc4d1f4c5ea5d9bfebfc3cc55de6abc5a5cd,1493
syn_lowrank@96x96,syn_lowrank,96,96,96,3,uint8,nonlinear sRGB,synthetic,test,low-rank-color,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/96x96/synthetic/syn_lowrank_96x96.png,false,true,true,true,true,true,74cb1902127a000583f15bc404bdb01ec62d96e586178d4aefac3d8a72f2832d,3e99bd5ec527a9bed7363321674c1096da8126191bbd900b29dbb8aea79f08b4,203
syn_lowrank@256x256,syn_lowrank,256,256,256,3,uint8,nonlinear sRGB,synthetic,test,low-rank-color,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/256x256/synthetic/syn_lowrank_256x256.png,true,true,true,true,true,true,5b19dbaf2348d9bafff3ddf37af119cf62f2d0529bf549541dc431f1ba9b630a,4e4e915e76872eaf97e3503a90b8b08d003ea6a284faa8f2fdd69ea0ebbbdad8,573
syn_lowrank@512x512,syn_lowrank,512,512,512,3,uint8,nonlinear sRGB,synthetic,test,low-rank-color,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/512x512/synthetic/syn_lowrank_512x512.png,true,true,true,true,true,true,109e707cca6b9ff984be646d50587ce06121b8a2527ba1fdc50b209929157f12,f4afd92425fc37d80c4bc5723fa572a1633e238d4be15dd676aae7e3a5512c0f,1498
syn_bars@96x96,syn_bars,96,96,96,3,uint8,nonlinear sRGB,synthetic,test,color-bars,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/96x96/synthetic/syn_bars_96x96.png,false,true,false,false,false,false,db01fe9d9c9d6f39c9bcf050c6c7f43737053ea842d96eb51f99465024dff77a,18716f953b6da54b5d4fcea223632473f9b4a53d74ccaca3183d73d924824081,211
syn_bars@256x256,syn_bars,256,256,256,3,uint8,nonlinear sRGB,synthetic,test,color-bars,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/256x256/synthetic/syn_bars_256x256.png,true,true,false,false,false,false,b9382d62b2ed6a17000fa3468925213efc4faccfb64e99e35317529cf9e3e485,fe183cdb400506b8d678af147fa0486e3a869f90d852fd3a2485af2daeaf5583,580
syn_bars@512x512,syn_bars,512,512,512,3,uint8,nonlinear sRGB,synthetic,test,color-bars,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/512x512/synthetic/syn_bars_512x512.png,true,true,false,false,false,false,6f35a68fb00d142b04a406cc5456cff60ea216c88571a67c79783448757b426f,3ed5b055fa44d1aba956fbe3d26b8fbd6345b71e00061a324f68fdbf83fe638b,1505
syn_periodic@96x96,syn_periodic,96,96,96,3,uint8,nonlinear sRGB,synthetic,test,periodic-pattern,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/96x96/synthetic/syn_periodic_96x96.png,false,true,true,false,true,false,3828bf67d234ccd71c1049392d06c6a486b7716a5845bbbff5d6f1e82bf1d131,dc78a519c73161e0fd38d32b980bd3f40477e1c4ca13dab514aa2dcc61159a20,750
syn_periodic@256x256,syn_periodic,256,256,256,3,uint8,nonlinear sRGB,synthetic,test,periodic-pattern,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/256x256/synthetic/syn_periodic_256x256.png,true,true,true,false,true,false,019ed292053208bbea1a1817bf56de6dd2789b896f62fc3e69047dff2b41e4df,fdcdee67e7f1366362b2ca89af39fd1ee198f32f39c8766fc5baad445f62b4c4,2413
syn_periodic@512x512,syn_periodic,512,512,512,3,uint8,nonlinear sRGB,synthetic,test,periodic-pattern,deterministic repository generator,qsa_benchmark,analytic deterministic generation at each requested size,CC0-1.0 generated benchmark probe,data/generated/512x512/synthetic/syn_periodic_512x512.png,true,true,true,false,true,false,be091773c746a3f2a9c636b057cc7d0e3f9c9846b68ad74b71f5e4afd14c7bda,ced2d006757360b0fdf1e2fae8b8ed3c7ba43537010632cd5a48a22f78934333,6786
astronaut@96x96,astronaut,96,96,96,3,uint8,nonlinear sRGB,natural,development,person,skimage.data.astronaut,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",public domain sample distributed by scikit-image,data/generated/96x96/natural/astronaut_96x96.png,false,true,true,true,true,true,8c22ed62c988a35273eb552ff922e97e921385db8345adacc21aac6ad875606f,d7d3de9ee59348fa380e6d77f3724eda5fc9fd9c39940d50a6d0b382b08d0ad1,18294
astronaut@256x256,astronaut,256,256,256,3,uint8,nonlinear sRGB,natural,development,person,skimage.data.astronaut,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",public domain sample distributed by scikit-image,data/generated/256x256/natural/astronaut_256x256.png,true,true,true,true,true,true,3eb4e47a43b4890a674d3bbc840a038c2c3076b745a2ac8f2073df03eb09b730,5ff6a9fa87f2c2b083514f53daa079c48b6215bcd34ea5a3a7ef419a38f8ff02,108090
astronaut@512x512,astronaut,512,512,512,3,uint8,nonlinear sRGB,natural,development,person,skimage.data.astronaut,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",public domain sample distributed by scikit-image,data/generated/512x512/natural/astronaut_512x512.png,true,true,true,true,true,true,a8c429c18afa7b0fd5673e598d73a21225d94c864a71bbb3885126fdecb41071,8fd448a8b79ed8728880d7b9a8afe0dc05527aba7703ef538df9cd9d3edde032,424036
coffee@96x96,coffee,96,96,96,3,uint8,nonlinear sRGB,natural,development,food-object,skimage.data.coffee,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/96x96/natural/coffee_96x96.png,false,true,true,false,true,false,236ab9611c559c006d648e7717e4a24ee180537adead0964febba5c466fd1b95,fa87826f9caeb53001951fa01ea381ec7253921ab7bd8b320686b6d7366136ec,17728
coffee@256x256,coffee,256,256,256,3,uint8,nonlinear sRGB,natural,development,food-object,skimage.data.coffee,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/256x256/natural/coffee_256x256.png,true,true,true,false,true,false,7a75aac15892323ae8b52d6969916818584cc38cb2554ea6d3e5f4885977e96c,78186b8f98868c59f3b3fd42d6e47fca000dc9a7a15c4ca01a23d10e8ef08fb3,121486
coffee@512x512,coffee,512,512,512,3,uint8,nonlinear sRGB,natural,development,food-object,skimage.data.coffee,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/512x512/natural/coffee_512x512.png,true,true,true,false,true,false,5403a9f82f5c488e0cb971ba8cf3cba5c525c296168ebd86baaba2c98bed2e6e,fddede6f51c9fe1db918281cbbb3a59f95c835d488ec02197ffbb6ea20d112d2,426495
chelsea@96x96,chelsea,96,96,96,3,uint8,nonlinear sRGB,natural,development,animal,skimage.data.chelsea,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/96x96/natural/chelsea_96x96.png,false,true,true,false,true,false,440f8e09a7cef5be2f367b2cd01e157a645abd5659c971a17547e9f8edefae30,64d671ad6ab9137574f222de03d124adac57e02904d030f1486fbb033c733268,17360
chelsea@256x256,chelsea,256,256,256,3,uint8,nonlinear sRGB,natural,development,animal,skimage.data.chelsea,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/256x256/natural/chelsea_256x256.png,true,true,true,false,true,false,dfce5d338da6d70ff2f46fec6c2625eccd4a35f504d51a0852436a7b927b7299,6648a79b67b1a0fba5b9953eb33d050e550dce1307df29f22152cba39a49acbb,110298
chelsea@512x512,chelsea,512,512,512,3,uint8,nonlinear sRGB,natural,development,animal,skimage.data.chelsea,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/512x512/natural/chelsea_512x512.png,true,true,true,false,true,false,bafc7e0f5ec06ca735eeefc2c44c8771f10f5b63c4cf7d9d07d8cc9a79732e0a,7d83cb3e03e72e091ae8023146454d33a1ede7763e9f86b5ab0e4a8ce0ce99a6,332551
rocket@96x96,rocket,96,96,96,3,uint8,nonlinear sRGB,natural,development,vehicle,skimage.data.rocket,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",public-domain SpaceX/NASA-origin sample distributed by scikit-image,data/generated/96x96/natural/rocket_96x96.png,false,true,true,false,true,false,b7954d260c0cabde659dd0a374cb156ec239eab0f6706dbb677a27ee2fddcfc7,ebd8c0770c78ffd294faf9f267c036a6706d9fb3ff56f98679338af9d5d2c7b1,11213
rocket@256x256,rocket,256,256,256,3,uint8,nonlinear sRGB,natural,development,vehicle,skimage.data.rocket,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",public-domain SpaceX/NASA-origin sample distributed by scikit-image,data/generated/256x256/natural/rocket_256x256.png,true,true,true,false,true,false,82a3b9fe1c365b64bdd3fc320711ce87a8c840cd2674c68a8fcf2cc1e8955ef2,c9133b209fbe0231d0fd015c32b511588128c9d532f554c8497499c6332f7a5d,77915
rocket@512x512,rocket,512,512,512,3,uint8,nonlinear sRGB,natural,development,vehicle,skimage.data.rocket,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",public-domain SpaceX/NASA-origin sample distributed by scikit-image,data/generated/512x512/natural/rocket_512x512.png,true,true,true,false,true,false,e4b609cc3807befc81d954e3df9bb13ab5629762c10c94244789096421b26980,d618308f1dd13b2076d7e1be8c1cbbe0b4c38e9c00023cc6b0ba8ef2bcc7636a,264790
brick@96x96,brick,96,96,96,3,uint8,nonlinear sRGB,natural,development,texture,skimage.data.brick,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/96x96/natural/brick_96x96.png,false,true,false,false,false,false,e4114810e0721680e1d137549f699c0300b6f0512442089a32658c834008e730,4843bb1317f223a8aeec29d66e32cf35ed7a3f1ccabf0c18585d0935d48b58fb,8174
brick@256x256,brick,256,256,256,3,uint8,nonlinear sRGB,natural,development,texture,skimage.data.brick,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/256x256/natural/brick_256x256.png,true,true,false,false,false,false,3a506a2ee741f4ba1c65bd51bcf7a162b24595f6113096ee5c5964e91f6024c0,b8b71754e4b9d25bbb67d939749b414ce3d7041e4abeef55e779b1daf702552b,41822
brick@512x512,brick,512,512,512,3,uint8,nonlinear sRGB,natural,development,texture,skimage.data.brick,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/512x512/natural/brick_512x512.png,true,true,false,false,false,false,3501e216fb0968c378803347d3a13e3cc04021eaecc44b64c6528088c7ea0f64,86c06a85b3b53892e04516f854e00d81c70806af0281d2e2fe8a9c3c404f532b,150483
grass@96x96,grass,96,96,96,3,uint8,nonlinear sRGB,natural,development,texture,skimage.data.grass,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/96x96/natural/grass_96x96.png,false,true,false,false,false,false,ce2a20aede5133e8382b0396596024bead9bc7a1568751a184f755a578fe9b67,5ab40f42ee380d4c1931da4e63783c294dd7a1099d6d098a7b20bb5008061d38,14635
grass@256x256,grass,256,256,256,3,uint8,nonlinear sRGB,natural,development,texture,skimage.data.grass,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/256x256/natural/grass_256x256.png,true,true,false,false,false,false,8d3b3addcb7322a772a198163c0d5dbf418d82df6e4bded352f38e07a2211a5f,7705f9765a0a09d1238f48f676eedbfff11ab07b4be8fe41da99dd0c747b72ff,96630
grass@512x512,grass,512,512,512,3,uint8,nonlinear sRGB,natural,development,texture,skimage.data.grass,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",CC0 sample distributed by scikit-image,data/generated/512x512/natural/grass_512x512.png,true,true,false,false,false,false,c7ca5c984d6b5a2787506e70a42bcac22b164b00e8e1cf9e06cf76b8110c5734,4b1111224940a19553c867916e33bac75d4a0d6bdf8df142b8e24dab44bcc818,389516
hubble@96x96,hubble,96,96,96,3,uint8,nonlinear sRGB,natural,validation,astronomy,skimage.data.hubble_deep_field,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",public-domain Hubble sample distributed by scikit-image,data/generated/96x96/natural/hubble_96x96.png,false,true,true,false,true,false,bbd44ea799867ce9d932023f06a835a561f0900d8a6523ad3cf4480116119b35,af12e439d8e12890c80f99d329db1eb361c909a7f82ff9528693cc865b89110a,16103
hubble@256x256,hubble,256,256,256,3,uint8,nonlinear sRGB,natural,validation,astronomy,skimage.data.hubble_deep_field,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",public-domain Hubble sample distributed by scikit-image,data/generated/256x256/natural/hubble_256x256.png,true,true,true,false,true,false,5a08ea46ecfa6d7f6de51ecbbf10ee94425fc22cc53682afb7ea088956082705,4715fbdd05303db89a1a3003a2d601e37024497e7bdab45af6f3ce4213de59cd,112757
hubble@512x512,hubble,512,512,512,3,uint8,nonlinear sRGB,natural,validation,astronomy,skimage.data.hubble_deep_field,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",public-domain Hubble sample distributed by scikit-image,data/generated/512x512/natural/hubble_512x512.png,true,true,true,false,true,false,3045bfb9c3a8654aa2ce02ceeb3dcf9d42950175973bde6e7b28a87230336821,f23fffb9599f5e78ae1ee7e48be1cfaf640e37acd51ce37a2480bf5683a899ed,491846
ihc@96x96,ihc,96,96,96,3,uint8,nonlinear sRGB,natural,validation,histology,skimage.data.immunohistochemistry,scikit-image,"native scikit-image source, bilinear antialiased resize, range preservation, round-to-nearest, and uint8 clipping",source sample distributed by scikit-image; upstream terms retained,data/generated/96x96/natural/ihc_96x96.png,false,true,false,false,false,false,210e214a2321bd2ba7d2a39778af8c78faa20edb1f893aef82c7b101e3fb08c2,bdfc3f7bc4247157dcc8a54e085a5d3a62ef4b34b4c13723ca05456ee12c267a,19964
